Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)",LE,UE
Afghanistan,AFG,1/2/2020,0,,,,
Afghanistan,AFG,1/3/2020,0,,,,
Afghanistan,AFG,1/4/2020,0,,,,
Afghanistan,AFG,1/5/2020,0,,,,
Afghanistan,AFG,1/6/2020,0,,,,
Afghanistan,AFG,1/7/2020,0,,,,
Afghanistan,AFG,1/8/2020,0,,,,
Afghanistan,AFG,1/9/2020,0,,,,
Afghanistan,AFG,1/10/2020,0,,,,
Afghanistan,AFG,1/11/2020,0,,,,
Afghanistan,AFG,1/12/2020,0,,,,
Afghanistan,AFG,1/13/2020,0,,,,
Afghanistan,AFG,1/14/2020,0,,,,
Afghanistan,AFG,1/15/2020,0,,,,
Afghanistan,AFG,1/16/2020,0,,,,
Afghanistan,AFG,1/17/2020,0,,,,
Afghanistan,AFG,1/18/2020,0,,,,
Afghanistan,AFG,1/19/2020,0,,,,
Afghanistan,AFG,1/20/2020,0,,,,
Afghanistan,AFG,1/21/2020,0,,,,
Afghanistan,AFG,1/22/2020,0,,,,
Afghanistan,AFG,1/23/2020,0,,,,
Afghanistan,AFG,1/24/2020,0,,,,
Afghanistan,AFG,1/25/2020,0,,,,
Afghanistan,AFG,1/26/2020,0,,,,
Afghanistan,AFG,1/27/2020,0,,,,
Afghanistan,AFG,1/28/2020,0,,,,
Afghanistan,AFG,1/29/2020,0,,,,
Afghanistan,AFG,1/30/2020,0,,,,
Afghanistan,AFG,1/31/2020,0,,,,
Afghanistan,AFG,2/1/2020,0,,,,
Afghanistan,AFG,2/2/2020,0,,,,
Afghanistan,AFG,2/3/2020,0,,,,
Afghanistan,AFG,2/4/2020,0,,,,
Afghanistan,AFG,2/5/2020,0,,,,
Afghanistan,AFG,2/6/2020,0,,,,
Afghanistan,AFG,2/7/2020,0,,,,
Afghanistan,AFG,2/8/2020,0,,,,
Afghanistan,AFG,2/9/2020,0,,,,
Afghanistan,AFG,2/10/2020,0,,,,
Afghanistan,AFG,2/11/2020,0,,,,
Afghanistan,AFG,2/12/2020,0,,0,0,0
Afghanistan,AFG,2/13/2020,0,,0,0,0
Afghanistan,AFG,2/14/2020,0,,0.17,0,1
Afghanistan,AFG,2/15/2020,0,,0.39,0,2
Afghanistan,AFG,2/16/2020,0,,0.87,0,3
Afghanistan,AFG,2/17/2020,0,,1.08,0,4
Afghanistan,AFG,2/18/2020,0,,1.07,0,3
Afghanistan,AFG,2/19/2020,0,,1.18,0,3
Afghanistan,AFG,2/20/2020,0,,1.72,0,4.52
Afghanistan,AFG,2/21/2020,0,,1.87,0,5
Afghanistan,AFG,2/22/2020,0,,2.1,0,6
Afghanistan,AFG,2/23/2020,0,,3.1,0,7.52
Afghanistan,AFG,2/24/2020,0,,3.08,0,8
Afghanistan,AFG,2/25/2020,0.14286,,4.35,0,9
Afghanistan,AFG,2/26/2020,0.14286,,4.69,0,12
Afghanistan,AFG,2/27/2020,0.14286,,6.21,1,13
Afghanistan,AFG,2/28/2020,0.14286,,7.01,0.48,18.57
Afghanistan,AFG,2/29/2020,0.14286,,8.41,1,22
Afghanistan,AFG,3/1/2020,0.14286,,9.51,2,25
Afghanistan,AFG,3/2/2020,0.14286,,11.79,1,30.05
Afghanistan,AFG,3/3/2020,0,,14.71,2.95,36.05
Afghanistan,AFG,3/4/2020,0,,16.87,1.95,41.1
Afghanistan,AFG,3/5/2020,0,,19.46,3,50.52
Afghanistan,AFG,3/6/2020,0,,23.75,3,60
Afghanistan,AFG,3/7/2020,,,28.01,2.48,64.05
Afghanistan,AFG,3/8/2020,,,32.65,3.43,78.3
Afghanistan,AFG,3/9/2020,,,40,6.95,100.67
Afghanistan,AFG,3/10/2020,,,46.15,6,98.15
Afghanistan,AFG,3/11/2020,,,54.19,7.47,135.77
Afghanistan,AFG,3/12/2020,,,63.91,10.43,154.15
Afghanistan,AFG,3/13/2020,,,75.24,12.95,174.5
Afghanistan,AFG,3/14/2020,,,87.58,15.95,199.2
Afghanistan,AFG,3/15/2020,,,103.39,14.85,229.82
Afghanistan,AFG,3/16/2020,4,,124.05,19.27,289.05
Afghanistan,AFG,3/17/2020,4.25,,147.31,26.95,359.05
Afghanistan,AFG,3/18/2020,3.75,,175.11,24.27,430.2
Afghanistan,AFG,3/19/2020,3,,204.37,29.33,464.27
Afghanistan,AFG,3/20/2020,2.5,,242.39,39.65,568.15
Afghanistan,AFG,3/21/2020,2.42857,,280.32,45.85,649.4
Afghanistan,AFG,3/22/2020,2,,313.77,49.8,732.52
Afghanistan,AFG,3/23/2020,2.57143,,350.11,56.17,844.58
Afghanistan,AFG,3/24/2020,2.71429,,400.03,71.85,940.4
Afghanistan,AFG,3/25/2020,2.85714,,450.93,81.35,1075.5
Afghanistan,AFG,3/26/2020,7.57143,,522.17,82.4,1210.67
Afghanistan,AFG,3/27/2020,7.57143,,590.17,91.55,1393.4
Afghanistan,AFG,3/28/2020,9.57143,,663.6,106.1,1566.25
Afghanistan,AFG,3/29/2020,11.71429,,750.69,110.33,1731.82
Afghanistan,AFG,3/30/2020,11.42857,,816.69,126.65,1895.57
Afghanistan,AFG,3/31/2020,14.42857,,867.8,151.22,2010.8
Afghanistan,AFG,4/1/2020,17.71429,,900.06,142.93,2087.75
Afghanistan,AFG,4/2/2020,16.71429,,937.32,158.2,2131.77
Afghanistan,AFG,4/3/2020,22.85714,,970.79,155.75,2264.72
Afghanistan,AFG,4/4/2020,20.57143,,1022.27,172.22,2383.62
Afghanistan,AFG,4/5/2020,23.42857,,1107.07,176.65,2473.25
Afghanistan,AFG,4/6/2020,26.42857,,1176.07,208,2762.62
Afghanistan,AFG,4/7/2020,28,,1242.56,205.22,2863.15
Afghanistan,AFG,4/8/2020,28.71429,,1291.3,218.07,3066.85
Afghanistan,AFG,4/9/2020,33,,1350.74,206.7,3066.3
Afghanistan,AFG,4/10/2020,35.57143,,1380.85,229.12,3128.15
Afghanistan,AFG,4/11/2020,40.85714,,1418.93,227.4,3246
Afghanistan,AFG,4/12/2020,40.71429,,1491.03,262.88,3421.65
Afghanistan,AFG,4/13/2020,44,,1545.15,246.45,3516.32
Afghanistan,AFG,4/14/2020,46.85714,,1593.35,278.67,3723.7
Afghanistan,AFG,4/15/2020,49.57143,,1629.46,281.42,3725.85
Afghanistan,AFG,4/16/2020,51.57143,,1677.66,296.58,3797.65
Afghanistan,AFG,4/17/2020,44.28571,,1727.09,307.6,3917.75
Afghanistan,AFG,4/18/2020,46.28571,,1771.73,327.5,3989.02
Afghanistan,AFG,4/19/2020,50.42857,,1829.94,309.35,4008.42
Afghanistan,AFG,4/20/2020,55.57143,,1896.63,343.7,4297.12
Afghanistan,AFG,4/21/2020,52.28571,,1955.52,359.12,4403.65
Afghanistan,AFG,4/22/2020,54,,2018.67,354.85,4536.5
Afghanistan,AFG,4/23/2020,56,,2085.58,377.3,4727.8
Afghanistan,AFG,4/24/2020,69.57143,,2161.04,404.6,4840.25
Afghanistan,AFG,4/25/2020,72.28571,,2233.35,397.95,5077.67
Afghanistan,AFG,4/26/2020,79.28571,,2298.85,440.1,5158
Afghanistan,AFG,4/27/2020,76.42857,,2367.09,438.68,5242.17
Afghanistan,AFG,4/28/2020,96,,2445.78,430.2,5397.45
Afghanistan,AFG,4/29/2020,105,,2516.67,450.02,5608.55
Afghanistan,AFG,4/30/2020,110.42857,,2592.36,470.6,5868.88
Afghanistan,AFG,5/1/2020,127.14286,,2674.6,457.25,6101.45
Afghanistan,AFG,5/2/2020,140.57143,,2757.54,471.7,6341.8
Afghanistan,AFG,5/3/2020,143.71429,,2852.4,490.2,6544.85
Afghanistan,AFG,5/4/2020,167.57143,,2945.44,503.9,6857.97
Afghanistan,AFG,5/5/2020,170.14286,,3041.42,519.45,7142.55
Afghanistan,AFG,5/6/2020,199.57143,,3124.94,525.1,7329.95
Afghanistan,AFG,5/7/2020,206.14286,,3221.12,507.78,7645.62
Afghanistan,AFG,5/8/2020,198.85714,,3327.21,549.08,7901
Afghanistan,AFG,5/9/2020,206.14286,,3426.56,559.95,8241.65
Afghanistan,AFG,5/10/2020,223.42857,,3554.91,571.75,8387
Afghanistan,AFG,5/11/2020,242.57143,,3661.69,594.05,8689.02
Afghanistan,AFG,5/12/2020,256.14286,,3770.05,616.78,8918
Afghanistan,AFG,5/13/2020,249,,3883.13,631.52,9145.6
Afghanistan,AFG,5/14/2020,262,,4003.57,640,9290
Afghanistan,AFG,5/15/2020,253.71429,,4130.83,663.08,9571.25
Afghanistan,AFG,5/16/2020,374.85714,,4256.46,672.72,9882.02
Afghanistan,AFG,5/17/2020,338.42857,,4423.24,675.2,10270.7
Afghanistan,AFG,5/18/2020,323.14286,,4601.17,725.3,10543.25
Afghanistan,AFG,5/19/2020,340.71429,,4747.3,751.5,10913.12
Afghanistan,AFG,5/20/2020,383.71429,,4901.84,785.05,11141.1
Afghanistan,AFG,5/21/2020,417,,5082.31,794.48,11558.72
Afghanistan,AFG,5/22/2020,476.71429,,5249.48,813.15,11927.47
Afghanistan,AFG,5/23/2020,402,,5440.15,857.42,12181.55
Afghanistan,AFG,5/24/2020,513.71429,,5595.59,889.12,12595.02
Afghanistan,AFG,5/25/2020,559.71429,,5777.02,906.6,13044.72
Afghanistan,AFG,5/26/2020,585.85714,,5949.72,950.23,13461.5
Afghanistan,AFG,5/27/2020,596.85714,,6137.94,954.95,13888.75
Afghanistan,AFG,5/28/2020,615.85714,,6332.62,1006.95,14370.72
Afghanistan,AFG,5/29/2020,622.85714,,6511.04,1014.85,14805.42
Afghanistan,AFG,5/30/2020,634.71429,,6710.47,1024.42,15333
Afghanistan,AFG,5/31/2020,646.71429,,6921.72,1076.88,15771.22
Afghanistan,AFG,6/1/2020,660.42857,,7134.96,1120.58,16367
Afghanistan,AFG,6/2/2020,653.85714,,7385.92,1146.08,16964.15
Afghanistan,AFG,6/3/2020,668.28571,,7580.69,1168.72,17287.97
Afghanistan,AFG,6/4/2020,687.28571,,7822.88,1226.2,18248.12
Afghanistan,AFG,6/5/2020,716.85714,,8074.65,1213.45,18738.92
Afghanistan,AFG,6/6/2020,758.57143,,8308.9,1254.28,19496.17
Afghanistan,AFG,6/7/2020,718,,8414.44,1267.12,19457.75
Afghanistan,AFG,6/8/2020,733.85714,,8495.04,1282.1,19421.57
Afghanistan,AFG,6/9/2020,738.14286,,8540.12,1300.55,19309.18
Afghanistan,AFG,6/10/2020,707.14286,,8626.02,1334.35,19318.95
Afghanistan,AFG,6/11/2020,696.57143,,8699.29,1367.1,19199.22
Afghanistan,AFG,6/12/2020,690.85714,,8777.63,1384.17,19129.47
Afghanistan,AFG,6/13/2020,653.85714,,8872.68,1392.3,19205.82
Afghanistan,AFG,6/14/2020,650.14286,,8971.1,1420.9,19203.12
Afghanistan,AFG,6/15/2020,632,,9059.45,1439.5,19211.38
Afghanistan,AFG,6/16/2020,658.57143,,9143.49,1487.48,19198.08
Afghanistan,AFG,6/17/2020,693,,9235.64,1504.53,19016.45
Afghanistan,AFG,6/18/2020,675.85714,,9348.11,1531.4,19132.35
Afghanistan,AFG,6/19/2020,663.14286,,9406.82,1523.97,19237.88
Afghanistan,AFG,6/20/2020,618.85714,,9464.73,1546.95,18884.05
Afghanistan,AFG,6/21/2020,617.42857,,9305.26,1588.2,18641.88
Afghanistan,AFG,6/22/2020,581,,9092.99,1504.72,18331.07
Afghanistan,AFG,6/23/2020,516.57143,,8835.71,1507.47,17627.05
Afghanistan,AFG,6/24/2020,453,,8597.75,1484.85,17282.55
Afghanistan,AFG,6/25/2020,405.85714,,8384.91,1443.65,16846.05
Afghanistan,AFG,6/26/2020,377.57143,,8185.59,1382,16493.03
Afghanistan,AFG,6/27/2020,367.57143,,8068.11,1428.8,16223.02
Afghanistan,AFG,6/28/2020,313.14286,,7906.53,1411.03,15963.9
Afghanistan,AFG,6/29/2020,304.85714,,7756,1351.08,15758.3
Afghanistan,AFG,6/30/2020,299.28571,,7634.08,1346.55,15498.2
Afghanistan,AFG,7/1/2020,290.85714,,7494.46,1360.83,15241.17
Afghanistan,AFG,7/2/2020,303,,7363.15,1354,15089.42
Afghanistan,AFG,7/3/2020,263.85714,,7241.14,1317.62,14960.2
Afghanistan,AFG,7/4/2020,267.57143,,7094.46,1330.4,14788.72
Afghanistan,AFG,7/5/2020,293.71429,,6817.48,1274.88,14155.15
Afghanistan,AFG,7/6/2020,283.42857,,6456.9,1194.9,13464.42
Afghanistan,AFG,7/7/2020,306.57143,,6129.88,1190.25,12737.02
Afghanistan,AFG,7/8/2020,296.71429,,5809.95,1115.33,12145.87
Afghanistan,AFG,7/9/2020,259.57143,,5521.24,1031.97,11691.25
Afghanistan,AFG,7/10/2020,269.42857,,5249.61,995.05,11161.65
Afghanistan,AFG,7/11/2020,291.71429,,4995.49,957.55,10692.65
Afghanistan,AFG,7/12/2020,254.14286,,4750.03,901.12,10344.3
Afghanistan,AFG,7/13/2020,214.28571,,4518.63,858.52,9678.52
Afghanistan,AFG,7/14/2020,153,,4329.89,857.08,9506.57
Afghanistan,AFG,7/15/2020,163.71429,,4108.15,819.15,9029.05
Afghanistan,AFG,7/16/2020,191.57143,,3924.36,759.72,8612.47
Afghanistan,AFG,7/17/2020,166,,3745.49,728.35,8211.3
Afghanistan,AFG,7/18/2020,131.85714,,3568.47,735.75,7873.82
Afghanistan,AFG,7/19/2020,121.42857,,3399.85,675.7,7446.85
Afghanistan,AFG,7/20/2020,146.28571,,3233.34,634.2,7195.75
Afghanistan,AFG,7/21/2020,165.71429,,3078.8,604.55,6711.87
Afghanistan,AFG,7/22/2020,141,,2931.71,601.68,6423.45
Afghanistan,AFG,7/23/2020,131.57143,,2793.36,575.7,6051.47
Afghanistan,AFG,7/24/2020,122.57143,,2656.56,520.8,5698.42
Afghanistan,AFG,7/25/2020,106.71429,,2530.17,511.6,5402.7
Afghanistan,AFG,7/26/2020,122.28571,,2408.62,464.4,5151.42
Afghanistan,AFG,7/27/2020,112.57143,,2288.75,443.5,4903
Afghanistan,AFG,7/28/2020,107.57143,,2188.68,459.95,4690.85
Afghanistan,AFG,7/29/2020,106.28571,,2083.8,406.65,4443.72
Afghanistan,AFG,7/30/2020,79.42857,,1995.56,396,4191.02
Afghanistan,AFG,7/31/2020,87.71429,,1899.48,351.28,3972.97
Afghanistan,AFG,8/1/2020,96.28571,,1803.28,335.95,3784.75
Afghanistan,AFG,8/2/2020,79,,1716.85,344.75,3578.77
Afghanistan,AFG,8/3/2020,63.85714,,1637.77,315.1,3405.37
Afghanistan,AFG,8/4/2020,54.14286,,1546.8,282.6,3240
Afghanistan,AFG,8/5/2020,51.14286,,1482.26,300.8,3047.97
Afghanistan,AFG,8/6/2020,60.71429,,1419.78,273.5,2925.72
Afghanistan,AFG,8/7/2020,56.42857,,1360.64,267.83,2675.1
Afghanistan,AFG,8/8/2020,43.57143,,1314.08,246.25,2572.4
Afghanistan,AFG,8/9/2020,49.14286,,1264.95,231.62,2527.68
Afghanistan,AFG,8/10/2020,49.14286,,1215.39,230.23,2371.02
Afghanistan,AFG,8/11/2020,43.85714,,1175.17,225.75,2273.82
Afghanistan,AFG,8/12/2020,62.85714,,1132.07,201.78,2179.2
Afghanistan,AFG,8/13/2020,64.14286,,1093.37,201.95,2012.1
Afghanistan,AFG,8/14/2020,69.57143,,1058.56,184.07,2057.55
Afghanistan,AFG,8/15/2020,59.42857,,1022.72,198.7,1928.5
Afghanistan,AFG,8/16/2020,71,,1000.06,186.45,1890.05
Afghanistan,AFG,8/17/2020,77.42857,,988.83,185.8,1787.05
Afghanistan,AFG,8/18/2020,77.85714,,977.11,186.38,1796.9
Afghanistan,AFG,8/19/2020,47.14286,,963.17,176.85,1754.5
Afghanistan,AFG,8/20/2020,59.14286,,939.13,162.38,1753.82
Afghanistan,AFG,8/21/2020,61.71429,,932.92,172.85,1701.1
Afghanistan,AFG,8/22/2020,66.14286,,910.21,184.7,1590.4
Afghanistan,AFG,8/23/2020,64,,889.65,167.48,1612.52
Afghanistan,AFG,8/24/2020,57.57143,,874.91,168.55,1602.92
Afghanistan,AFG,8/25/2020,67.28571,,857.03,167.18,1506.8
Afghanistan,AFG,8/26/2020,67.42857,,846.71,171,1574.12
Afghanistan,AFG,8/27/2020,52.42857,,828.87,165.32,1546.52
Afghanistan,AFG,8/28/2020,39,,809.87,173.43,1543.5
Afghanistan,AFG,8/29/2020,35.14286,,797.05,162.22,1515.82
Afghanistan,AFG,8/30/2020,20.57143,,787.1,166.65,1478.72
Afghanistan,AFG,8/31/2020,23.28571,,784.35,177.07,1527.1
Afghanistan,AFG,9/1/2020,18,,776.66,165.45,1463.1
Afghanistan,AFG,9/2/2020,19.14286,,771.37,158.95,1434.42
Afghanistan,AFG,9/3/2020,16.71429,,763.57,170.95,1401.88
Afghanistan,AFG,9/4/2020,22.71429,,758.52,158.4,1404.72
Afghanistan,AFG,9/5/2020,23.42857,,751.09,173.12,1461.12
Afghanistan,AFG,9/6/2020,25.85714,,748.21,162.6,1418.77
Afghanistan,AFG,9/7/2020,33.71429,,742.87,170.65,1355
Afghanistan,AFG,9/8/2020,42.57143,,734.76,168.95,1431.02
Afghanistan,AFG,9/9/2020,45,,731.26,176.02,1420.1
Afghanistan,AFG,9/10/2020,43,,729.77,179.22,1415.57
Afghanistan,AFG,9/11/2020,40.57143,,717.58,187.55,1370.65
Afghanistan,AFG,9/12/2020,43.14286,,711.49,178.32,1405.62
Afghanistan,AFG,9/13/2020,45.28571,,705.37,181.48,1396.02
Afghanistan,AFG,9/14/2020,45.42857,,702.19,174.75,1400.9
Afghanistan,AFG,9/15/2020,45.85714,,697.41,177.12,1381.62
Afghanistan,AFG,9/16/2020,47.85714,,694.46,181.48,1393.53
Afghanistan,AFG,9/17/2020,46.85714,,691.6,180.23,1379.7
Afghanistan,AFG,9/18/2020,42.85714,,687.72,190.78,1400.67
Afghanistan,AFG,9/19/2020,44.71429,,680.38,181.75,1434.27
Afghanistan,AFG,9/20/2020,57.57143,,675.66,164.32,1394.25
Afghanistan,AFG,9/21/2020,46.85714,,674.04,184,1426.92
Afghanistan,AFG,9/22/2020,37,,668.7,185.6,1440.32
Afghanistan,AFG,9/23/2020,41.42857,,666.38,175.43,1467.77
Afghanistan,AFG,9/24/2020,42.57143,,665.1,174.07,1475.65
Afghanistan,AFG,9/25/2020,44.85714,,656.52,174.98,1471.87
Afghanistan,AFG,9/26/2020,39,,,,
Afghanistan,AFG,9/27/2020,26.14286,,,,
Afghanistan,AFG,9/28/2020,26.14286,,,,
Afghanistan,AFG,9/29/2020,23.57143,,,,
Africa,,1/2/2020,0,,,,
Africa,,1/3/2020,0,,,,
Africa,,1/4/2020,0,,,,
Africa,,1/5/2020,0,,,,
Africa,,1/6/2020,0,,,,
Africa,,1/7/2020,0,,,,
Africa,,1/8/2020,0,,,,
Africa,,1/9/2020,0,,,,
Africa,,1/10/2020,0,,,,
Africa,,1/11/2020,0,,,,
Africa,,1/12/2020,0,,,,
Africa,,1/13/2020,0,,,,
Africa,,1/14/2020,0,,,,
Africa,,1/15/2020,0,,,,
Africa,,1/16/2020,0,,,,
Africa,,1/17/2020,0,,,,
Africa,,1/18/2020,0,,,,
Africa,,1/19/2020,0,,,,
Africa,,1/20/2020,0,,,,
Africa,,1/21/2020,0,,,,
Africa,,1/22/2020,0,,,,
Africa,,1/23/2020,0,,,,
Africa,,1/24/2020,0,,,,
Africa,,1/25/2020,0,,,,
Africa,,1/26/2020,0,,,,
Africa,,1/27/2020,0,,,,
Africa,,1/28/2020,0,,,,
Africa,,1/29/2020,0,,,,
Africa,,1/30/2020,0,,,,
Africa,,1/31/2020,0,,,,
Africa,,2/1/2020,0,,,,
Africa,,2/2/2020,0,,,,
Africa,,2/3/2020,0,,,,
Africa,,2/4/2020,0,,,,
Africa,,2/5/2020,0,,,,
Africa,,2/6/2020,0,,,,
Africa,,2/7/2020,0,,,,
Africa,,2/8/2020,0,,,,
Africa,,2/9/2020,0,,,,
Africa,,2/10/2020,0,,,,
Africa,,2/11/2020,0,,,,
Africa,,2/12/2020,0,,,,
Africa,,2/13/2020,0,,,,
Africa,,2/14/2020,0,,,,
Africa,,2/15/2020,0.14286,,,,
Africa,,2/16/2020,0.14286,,,,
Africa,,2/17/2020,0.14286,,,,
Africa,,2/18/2020,0.14286,,,,
Africa,,2/19/2020,0.14286,,,,
Africa,,2/20/2020,0.14286,,,,
Africa,,2/21/2020,0.14286,,,,
Africa,,2/22/2020,0,,,,
Africa,,2/23/2020,0,,,,
Africa,,2/24/2020,0,,,,
Africa,,2/25/2020,0,,,,
Africa,,2/26/2020,0.14286,,,,
Africa,,2/27/2020,0.14286,,,,
Africa,,2/28/2020,0.28571,,,,
Africa,,2/29/2020,0.28571,,,,
Africa,,3/1/2020,0.57143,,,,
Africa,,3/2/2020,0.71429,,,,
Africa,,3/3/2020,1.14286,,,,
Africa,,3/4/2020,1.28571,,,,
Africa,,3/5/2020,2.57143,,,,
Africa,,3/6/2020,3.71429,,,,
Africa,,3/7/2020,5.71429,,,,
Africa,,3/8/2020,5.57143,,,,
Africa,,3/9/2020,11,,,,
Africa,,3/10/2020,12.28571,,,,
Africa,,3/11/2020,13.42857,,,,
Africa,,3/12/2020,14,,,,
Africa,,3/13/2020,18.57143,,,,
Africa,,3/14/2020,22.71429,,,,
Africa,,3/15/2020,27.85714,,,,
Africa,,3/16/2020,34.42857,,,,
Africa,,3/17/2020,43.85714,,,,
Africa,,3/18/2020,55.57143,,,,
Africa,,3/19/2020,73.57143,,,,
Africa,,3/20/2020,83.57143,,,,
Africa,,3/21/2020,110.42857,,,,
Africa,,3/22/2020,133.85714,,,,
Africa,,3/23/2020,152.14286,,,,
Africa,,3/24/2020,190.85714,,,,
Africa,,3/25/2020,244.14286,,,,
Africa,,3/26/2020,293.85714,,,,
Africa,,3/27/2020,362,,,,
Africa,,3/28/2020,404.14286,,,,
Africa,,3/29/2020,421.14286,,,,
Africa,,3/30/2020,462.85714,,,,
Africa,,3/31/2020,485.57143,,,,
Africa,,4/1/2020,489,,,,
Africa,,4/2/2020,508.28571,,,,
Africa,,4/3/2020,515,,,,
Africa,,4/4/2020,529.14286,,,,
Africa,,4/5/2020,616.57143,,,,
Africa,,4/6/2020,649.42857,,,,
Africa,,4/7/2020,666.42857,,,,
Africa,,4/8/2020,699.71429,,,,
Africa,,4/9/2020,742.57143,,,,
Africa,,4/10/2020,771,,,,
Africa,,4/11/2020,777.71429,,,,
Africa,,4/12/2020,746.57143,,,,
Africa,,4/13/2020,763.85714,,,,
Africa,,4/14/2020,784.14286,,,,
Africa,,4/15/2020,822.42857,,,,
Africa,,4/16/2020,828.14286,,,,
Africa,,4/17/2020,864.14286,,,,
Africa,,4/18/2020,992.14286,,,,
Africa,,4/19/2020,1055.85714,,,,
Africa,,4/20/2020,1111.57143,,,,
Africa,,4/21/2020,1139.42857,,,,
Africa,,4/22/2020,1190.85714,,,,
Africa,,4/23/2020,1206.14286,,,,
Africa,,4/24/2020,1270.28571,,,,
Africa,,4/25/2020,1311.14286,,,,
Africa,,4/26/2020,1322.71429,,,,
Africa,,4/27/2020,1349.28571,,,,
Africa,,4/28/2020,1413.57143,,,,
Africa,,4/29/2020,1473.57143,,,,
Africa,,4/30/2020,1578.42857,,,,
Africa,,5/1/2020,1661.28571,,,,
Africa,,5/2/2020,1668.85714,,,,
Africa,,5/3/2020,1780,,,,
Africa,,5/4/2020,1812.42857,,,,
Africa,,5/5/2020,1994.28571,,,,
Africa,,5/6/2020,2039.42857,,,,
Africa,,5/7/2020,2134.57143,,,,
Africa,,5/8/2020,2179.42857,,,,
Africa,,5/9/2020,2439.85714,,,,
Africa,,5/10/2020,2551.57143,,,,
Africa,,5/11/2020,2708,,,,
Africa,,5/12/2020,2769.71429,,,,
Africa,,5/13/2020,2899.42857,,,,
Africa,,5/14/2020,2979.42857,,,,
Africa,,5/15/2020,3081.85714,,,,
Africa,,5/16/2020,2942.28571,,,,
Africa,,5/17/2020,2971.14286,,,,
Africa,,5/18/2020,3060.71429,,,,
Africa,,5/19/2020,3082.14286,,,,
Africa,,5/20/2020,3123,,,,
Africa,,5/21/2020,3207.42857,,,,
Africa,,5/22/2020,3453.71429,,,,
Africa,,5/23/2020,3611.42857,,,,
Africa,,5/24/2020,3816.57143,,,,
Africa,,5/25/2020,3870.42857,,,,
Africa,,5/26/2020,3954.14286,,,,
Africa,,5/27/2020,4045.14286,,,,
Africa,,5/28/2020,4221,,,,
Africa,,5/29/2020,4203.71429,,,,
Africa,,5/30/2020,4491,,,,
Africa,,5/31/2020,4781.57143,,,,
Africa,,6/1/2020,5012.42857,,,,
Africa,,6/2/2020,5245.85714,,,,
Africa,,6/3/2020,5395.57143,,,,
Africa,,6/4/2020,5377.57143,,,,
Africa,,6/5/2020,5791.71429,,,,
Africa,,6/6/2020,6008.57143,,,,
Africa,,6/7/2020,6000.71429,,,,
Africa,,6/8/2020,6086,,,,
Africa,,6/9/2020,6297.85714,,,,
Africa,,6/10/2020,6527.42857,,,,
Africa,,6/11/2020,6778.28571,,,,
Africa,,6/12/2020,6721,,,,
Africa,,6/13/2020,6897.28571,,,,
Africa,,6/14/2020,7170.85714,,,,
Africa,,6/15/2020,7646.71429,,,,
Africa,,6/16/2020,7815.28571,,,,
Africa,,6/17/2020,7942.14286,,,,
Africa,,6/18/2020,8231.28571,,,,
Africa,,6/19/2020,8393,,,,
Africa,,6/20/2020,8594,,,,
Africa,,6/21/2020,8961.42857,,,,
Africa,,6/22/2020,8991.71429,,,,
Africa,,6/23/2020,9140.57143,,,,
Africa,,6/24/2020,9379.28571,,,,
Africa,,6/25/2020,9696.28571,,,,
Africa,,6/26/2020,10308.28571,,,,
Africa,,6/27/2020,10490,,,,
Africa,,6/28/2020,10699.28571,,,,
Africa,,6/29/2020,10951.85714,,,,
Africa,,6/30/2020,11169,,,,
Africa,,7/1/2020,11526.28571,,,,
Africa,,7/2/2020,11885.42857,,,,
Africa,,7/3/2020,12131.57143,,,,
Africa,,7/4/2020,12633.42857,,,,
Africa,,7/5/2020,13139,,,,
Africa,,7/6/2020,13620.14286,,,,
Africa,,7/7/2020,14189.42857,,,,
Africa,,7/8/2020,14846.71429,,,,
Africa,,7/9/2020,15033.14286,,,,
Africa,,7/10/2020,15658.85714,,,,
Africa,,7/11/2020,16050.57143,,,,
Africa,,7/12/2020,16448.42857,,,,
Africa,,7/13/2020,16784.28571,,,,
Africa,,7/14/2020,17005.14286,,,,
Africa,,7/15/2020,16817.57143,,,,
Africa,,7/16/2020,17336.28571,,,,
Africa,,7/17/2020,17480.14286,,,,
Africa,,7/18/2020,17728.57143,,,,
Africa,,7/19/2020,17793.57143,,,,
Africa,,7/20/2020,18045.42857,,,,
Africa,,7/21/2020,17938.57143,,,,
Africa,,7/22/2020,17663.85714,,,,
Africa,,7/23/2020,17863.85714,,,,
Africa,,7/24/2020,17881.71429,,,,
Africa,,7/25/2020,18075.57143,,,,
Africa,,7/26/2020,17965.57143,,,,
Africa,,7/27/2020,17971.28571,,,,
Africa,,7/28/2020,17639,,,,
Africa,,7/29/2020,17659.71429,,,,
Africa,,7/30/2020,17452.71429,,,,
Africa,,7/31/2020,17127.14286,,,,
Africa,,8/1/2020,16632.28571,,,,
Africa,,8/2/2020,16708.71429,,,,
Africa,,8/3/2020,15736,,,,
Africa,,8/4/2020,15478.14286,,,,
Africa,,8/5/2020,14964.71429,,,,
Africa,,8/6/2020,14612.71429,,,,
Africa,,8/7/2020,14192.57143,,,,
Africa,,8/8/2020,13640,,,,
Africa,,8/9/2020,12918.85714,,,,
